PLAYER,YEAR,POS,TEAM,CAP HIT,SALARY PERCENTAGE
William Lagesson,2021,D,EDM,725000,0.009
Gustav Olofsson,2017,D,MIN,725000,0.01
Sebastian Aho,2021,D,NYI,725000,0.009
Dean Kukan,2018,D,CBJ,725000,0.009
Iiro Pakarinen,2016,RW,EDM,725000,0.01
Tyler Pitlick,2016,RW,EDM,725000,0.01
Josef Korenar,2020,G,SJS,723333,0.009
Vince Dunn,2017,D,STL,722500,0.01
Vince Dunn,2019,D,STL,722500,0.009
Vince Dunn,2018,D,STL,722500,0.009
Chris Kreider,2013,LW,NYR,722051,0.011
Brendan Mikkelson,2011,D,TBL,721875,0.011
John Gibson,2015,G,ANA,721666,0.01
Ethan Bear,2019,D,EDM,720000,0.009
Caleb Jones,2019,D,EDM,720000,0.009
Brandon Mashinter,2011,LW,SJS,719167,0.011
Kevin Labanc,2018,RW,SJS,717500,0.009
Vincent Hinostroza,2017,C,CHI,717500,0.01
Markus Hannikainen,2016,LW,CBJ,717500,0.01
Anton Lindholm,2017,D,COL,717500,0.01
Michael Amadio,2017,C,LAK,717500,0.01
Kevin Labanc,2017,RW,SJS,717500,0.01
Vincent Hinostroza,2016,C,CHI,717500,0.01
Nick Seeler,2017,D,MIN,717500,0.01
Vitek Vanecek,2020,G,WAS,716667,0.009
Vitek Vanecek,2021,G,WAS,716667,0.009
Tyler Toffoli,2012,RW,LAK,716666,0.01
Dylan Ferguson,2017,G,VGK,716666,0.01
Sam Bennett,2014,C,CGY,716129,0.01
Craig Smith,2011,C,NSH,715000,0.011
Tyson Barrie,2011,D,COL,715000,0.011
Andrew Mangiapane,2019,LW,CGY,715000,0.009
Greg McKegg,2018,C,CAR,715000,0.009
Ryan Dzingel,2015,C,OTT,715000,0.01
Reid Boucher,2016,LW,VAN,715000,0.01
Nate Prosser,2011,D,MIN,715000,0.011
Danick Martel,2018,LW,TBL,715000,0.009
Tyson Barrie,2012,D,COL,715000,0.01
Xavier Ouellet,2016,D,DET,715000,0.01
Justin Bailey,2018,RW,PHI,715000,0.009
Craig Smith,2012,C,NSH,715000,0.01
Dryden Hunt,2019,LW,FLA,715000,0.009
Kurtis Gabriel,2017,RW,MIN,715000,0.01
Filip Hronek,2020,D,DET,714166,0.009
Filip Hronek,2019,D,DET,714166,0.009
Jonas Siegenthaler,2019,D,WAS,714166,0.009
Jonas Siegenthaler,2018,D,WAS,714166,0.009
Nathan Bastian,2020,RW,NJD,714166,0.009
Tanner Jeannot,2020,LW,NSH,713333,0.009
Matt Halischuk,2011,RW,NSH,712500,0.011
Matt Calvert,2012,LW,CBJ,712500,0.01
Pierre-Edouard Bellemare,2016,LW,PHI,712500,0.01
Chris Vandevelde,2016,C,PHI,712500,0.01
Paul Postma,2013,D,WPG,712500,0.011
Matt Calvert,2011,LW,CBJ,712500,0.011
Ed Pasquale,2011,G,WPG,712500,0.011
Pierre-Edouard Bellemare,2015,LW,PHI,712500,0.01
Chris Vandevelde,2015,C,PHI,712500,0.01
Paul Postma,2014,D,WPG,712500,0.01
Matt Halischuk,2012,RW,NSH,712500,0.01
Nikita Kucherov,2015,RW,TBL,711667,0.01
Chris Tierney,2016,C,SJS,711666,0.01
Chris Tierney,2015,C,SJS,711666,0.01
Kyle Clifford,2011,C,LAK,710000,0.011
Kyle Clifford,2012,C,LAK,710000,0.01
Rene Bourque,2014,LW,CBJ,709901,0.01
David Savard,2013,D,CBJ,709275,0.011
Kyle Cumiskey,2011,D,COL,708750,0.011
Cristoval Nieves,2018,C,NYR,708750,0.009
Chris Carrozzi,2011,G,WPG,708333,0.011
Gustav Nyquist,2013,RW,DET,708077,0.011
Andrew Mangiapane,2018,LW,CGY,705000,0.009
Zac Dalpe,2011,C,CAR,704166,0.011
Riley Nash,2012,C,CAR,704166,0.01
Antti Raanta,2013,G,CHI,702051,0.011
Oskar Sundqvist,2016,C,PIT,700833,0.01
Oskar Sundqvist,2015,C,PIT,700833,0.01
Kurtis Gabriel,2020,RW,SJS,700000,0.009
Dylan Gambrell,2020,C,SJS,700000,0.009
Mario Kempe,2018,LW,AZ,700000,0.009
Patrick Marleau,2020,LW,SJS,700000,0.009
Andrew Agozzino,2019,LW,ANA,700000,0.009
Matt Nieto,2020,LW,SJS,700000,0.009
Derek Grant,2015,LW,CGY,700000,0.01
Taylor Chorney,2015,D,WAS,700000,0.01
Jordie Benn,2015,D,DAL,700000,0.01
Patrick Brown,2020,LW,VGK,700000,0.009
Craig Adams,2014,RW,PIT,700000,0.01
Blake Comeau,2014,LW,PIT,700000,0.01
Louis Domingue,2020,G,CGY,700000,0.009
Glenn Gawdin,2020,C,CGY,700000,0.009
Nick Bonino,2013,C,ANA,700000,0.011
Nikita Nesterov,2020,D,CGY,700000,0.009
Joakim Nordstrom,2020,LW,CGY,700000,0.009
Benn Ferriero,2012,LW,NYR,700000,0.01
Mats Zuccarello-Aasen,2012,RW,NYR,700000,0.01
Joel Hanley,2020,D,DAL,700000,0.009
Tom Kuhnhackl,2018,RW,NYI,700000,0.009
Brett Ritchie,2020,RW,CGY,700000,0.009
Michael Amadio,2019,C,LAK,700000,0.009
Dennis Seidenberg,2018,D,NYI,700000,0.009
Devon Toews,2018,D,NYI,700000,0.009
Buddy Robinson,2020,RW,CGY,700000,0.009
Martin Frk,2019,RW,LAK,700000,0.009
David Booth,2017,LW,DET,700000,0.009
Matt Roy,2019,D,LAK,700000,0.009
Michael Stone,2020,D,CGY,700000,0.009
Brad Hunt,2020,D,MIN,700000,0.009
Jonny Brodzinski,2020,C,NYR,700000,0.009
Michael Dal Colle,2019,LW,NYI,700000,0.009
Alan Quine,2018,C,CGY,700000,0.009
Jordan Nolan,2014,C,LAK,700000,0.01
Phillip di Giuseppe,2020,LW,NYR,700000,0.009
Devon Toews,2019,D,NYI,700000,0.009
Antti Niemi,2017,G,MTL,700000,0.009
Scott Nichol,2012,C,STL,700000,0.01
Anton Blidh,2020,LW,BOS,700000,0.009
Magnus Paajarvi-Svensson,2015,LW,STL,700000,0.01
Scottie Upshall,2015,LW,STL,700000,0.01
Jeff Woywitka,2012,D,STL,700000,0.01
Brad Malone,2011,LW,COL,700000,0.011
T.J. Galiardi,2011,LW,COL,700000,0.011
Derek Smith,2011,D,CGY,700000,0.011
Brandon Davidson,2019,D,SJS,700000,0.009
Dylan Gambrell,2019,C,SJS,700000,0.009
Marcus Sorensen,2018,RW,SJS,700000,0.009
Jake Dowell,2012,C,MIN,700000,0.01
Jarred Tinordi,2020,D,BOS,700000,0.009
Craig Anderson,2020,G,WAS,700000,0.009
Stefan Noesen,2019,RW,SJS,700000,0.009
Tobias Rieder,2019,RW,CGY,700000,0.009
Antti Suomela,2019,C,SJS,700000,0.009
Zac Rinaldo,2019,LW,CGY,700000,0.009
Michael Stone,2019,D,CGY,700000,0.009
Brian Gionta,2017,RW,BOS,700000,0.009
Harri Pesonen,2012,LW,NJD,700000,0.01
John Scott,2014,LW,SJS,700000,0.01
Mike Sislo,2012,RW,NJD,700000,0.01
Matt Carkner,2011,D,OTT,700000,0.011
Mike Sislo,2011,RW,NJD,700000,0.011
Deryk Engelland,2019,D,VGK,700000,0.009
Zenon Konopka,2011,C,OTT,700000,0.011
Craig Adams,2013,RW,PIT,700000,0.011
Zack Smith,2011,C,OTT,700000,0.011
Max McCormick,2020,LW,CAR,700000,0.009
Derek Joslin,2012,D,VAN,700000,0.01
Joakim Ryan,2020,D,CAR,700000,0.009
Drew Shore,2020,C,CAR,700000,0.009
Brad Hunt,2019,D,MIN,700000,0.009
Jonas Gustavsson,2015,G,BOS,700000,0.01
Jordie Benn,2014,D,DAL,700000,0.01
Fredrik Claesson,2018,D,NYR,700000,0.009
Michael Amadio,2020,C,OTT,700000,0.009
Yohann Auvitu,2017,D,EDM,700000,0.01
J.C. Beaudin,2020,RW,OTT,700000,0.009
Phillip di Giuseppe,2019,LW,NYR,700000,0.009
Anton Forsberg,2020,G,OTT,700000,0.009
Ty Rattie,2017,RW,EDM,700000,0.01
Marcus Hogberg,2020,G,OTT,700000,0.009
Micheal Haley,2019,C,NYR,700000,0.009
Matt Hendricks,2017,LW,WPG,700000,0.009
Jack Skille,2016,RW,VAN,700000,0.01
Nate Prosser,2014,D,MIN,700000,0.01
Brandon Tanev,2017,C,WPG,700000,0.009
Fredrik Claesson,2020,D,TBL,700000,0.009
Ross Colton,2020,C,TBL,700000,0.009
Chris Gibson,2020,G,TBL,700000,0.009
Zack Smith,2012,C,OTT,700000,0.01
Gemel Smith,2020,C,TBL,700000,0.009
Ben Thomas,2020,D,TBL,700000,0.009
Brett Lebda,2011,D,CBJ,700000,0.011
Daniel Walcott,2020,D,TBL,700000,0.009
Raphael Diaz,2014,D,CGY,700000,0.01
Oskar Sundqvist,2018,C,STL,700000,0.009
Ryan White,2013,C,MTL,700000,0.011
Kyle Wellwood,2011,C,WPG,700000,0.011
Anton Blidh,2019,LW,BOS,700000,0.009
Justin Williams,2019,RW,CAR,700000,0.009
Dominic Toninato,2020,C,WPG,700000,0.009
Nick Bonino,2012,C,ANA,700000,0.01
Ilya Kovalchuk,2019,LW,WAS,700000,0.009
Brendan Leipsic,2019,LW,WAS,700000,0.009
Korbinian Holzer,2011,D,TOR,700000,0.011
Devin Shore,2020,C,EDM,700000,0.009
Jay Harrison,2011,D,CAR,700000,0.011
Ben Harpur,2020,D,NSH,700000,0.009
Xavier Ouellet,2019,D,MTL,700000,0.009
Marc-Andre Cliche,2014,C,COL,700000,0.01
Kasimir Kaskisuo,2020,G,NSH,700000,0.009
Tyler Lewington,2020,D,NSH,700000,0.009
Michael McCarron,2020,RW,NSH,700000,0.009
Andreas Englund,2019,D,OTT,700000,0.009
Marcus Hogberg,2019,G,OTT,700000,0.009
Alex Lyon,2020,G,PHI,700000,0.009
Samuel Morin,2020,D,PHI,700000,0.009
Scott Sabourin,2019,RW,OTT,700000,0.009
Jeff Halpern,2012,C,MTL,700000,0.01
Jimmy Hayes,2017,RW,NJD,700000,0.009
Kevin Gravel,2018,D,EDM,700000,0.009
Jacob Josefson,2017,C,BUF,700000,0.009
Dryden Hunt,2020,LW,AZ,700000,0.009
Adam Pardy,2014,D,WPG,700000,0.01
Scott Sabourin,2020,RW,TOR,700000,0.009
Jason Spezza,2020,C,TOR,700000,0.009
Luke Schenn,2019,D,TBL,700000,0.009
Brad Boyes,2015,RW,TOR,700000,0.01
Blair Betts,2011,C,PHI,700000,0.011
Martin Marincin,2015,D,TOR,700000,0.01
Jordan Nolan,2013,C,LAK,700000,0.011
Tim Wallace,2011,C,NYI,700000,0.011
Joe Thornton,2020,C,TOR,700000,0.009
Carter Verhaeghe,2019,C,TBL,700000,0.009
Drake Caggiula,2020,C,BUF,700000,0.009
Greg McKegg,2015,C,FLA,700000,0.01
Anthony Bitetto,2019,D,WPG,700000,0.009
Gabriel Bourque,2019,LW,WPG,700000,0.009
Mark Letestu,2019,C,WPG,700000,0.009
Magnus Paajarvi-Svensson,2016,LW,STL,700000,0.01
Colin McDonald,2012,RW,NYI,700000,0.01
Matt Irwin,2020,D,BUF,700000,0.009
Jordie Benn,2013,D,DAL,700000,0.011
Patrick Russell,2019,RW,EDM,700000,0.009
Mathieu Darche,2011,LW,MTL,700000,0.011
Logan Shaw,2019,RW,WPG,700000,0.009
Tobias Rieder,2020,RW,BUF,700000,0.009
Matt Hendricks,2018,LW,WPG,700000,0.009
Riley Sheahan,2020,LW,BUF,700000,0.009
Jonas Johansson,2020,G,COL,700000,0.009
Kevin Connauton,2020,D,FLA,700000,0.009
Jayson Megna,2020,C,COL,700000,0.009
Liam O'Brien,2020,C,COL,700000,0.009
Gustav Forsling,2020,D,FLA,700000,0.009
Noah Juulsen,2020,D,FLA,700000,0.009
Jarred Tinordi,2019,D,NSH,700000,0.009
Matt Tennyson,2020,D,NJD,700000,0.009
Bracken Kearns,2011,C,FLA,700000,0.011
Scott Wedgewood,2020,G,NJD,700000,0.009
Zac Rinaldo,2017,LW,AZ,700000,0.01
Dean Kukan,2017,D,CBJ,700000,0.009
Nicolas Aube-Kubel,2019,RW,PHI,700000,0.009
Samuel Morin,2018,D,PHI,700000,0.009
Frederick Gaudreau,2020,C,PIT,700000,0.009
Derek Grant,2019,LW,PHI,700000,0.009
Mark Jankowski,2020,C,PIT,700000,0.009
Samuel Morin,2019,D,PHI,700000,0.009
Maxime Lagace,2020,G,PIT,700000,0.009
Evan Rodrigues,2020,LW,PIT,700000,0.009
Chad Ruhwedel,2020,D,PIT,700000,0.009
Zach Trotman,2020,D,PIT,700000,0.009
Yannick Weber,2020,D,PIT,700000,0.009
Byron Bitz,2011,RW,VAN,700000,0.011
Alexander Sulzer,2011,D,VAN,700000,0.011
Travis Boyd,2020,LW,VAN,700000,0.009
Jalen Chatfield,2020,D,VAN,700000,0.009
Tyler Graovac,2020,C,VAN,700000,0.009
Michael Hutchinson,2019,G,COL,700000,0.009
Martin Marincin,2019,D,TOR,700000,0.009
Jack Hillen,2013,D,WAS,700000,0.011
Jason Spezza,2019,C,TOR,700000,0.009
Marc Michaelis,2020,LW,VAN,700000,0.009
Korbinian Holzer,2016,D,ANA,700000,0.01
Scott Gomez,2012,C,SJS,700000,0.01
Fredrik Claesson,2016,D,OTT,700000,0.01
Curtis Lazar,2019,C,BUF,700000,0.009
Greg McKegg,2016,C,TBL,700000,0.01
Keaton Ellerby,2012,D,LAK,700000,0.01
Kenneth Agostino,2018,LW,NJD,700000,0.009
Michael Del Zotto,2020,D,CBJ,700000,0.009
Ryan MacInnis,2020,C,CBJ,700000,0.009
Kevin Rooney,2018,C,NJD,700000,0.009
Marcus Sorensen,2017,RW,SJS,700000,0.009
Mike Komisarek,2013,D,CAR,700000,0.011
Michal Kempny,2016,D,CHI,700000,0.01
Fredrik Claesson,2019,D,NJD,700000,0.009
Alexander Volkov,2020,RW,ANA,700000,0.009
Mattias Janmark,2017,C,DAL,700000,0.009
Jay Harrison,2012,D,CAR,700000,0.01
Troy Grosenick,2020,G,LAK,700000,0.009
Michael Dal Colle,2020,LW,NYI,700000,0.009
Dakota Mermis,2019,D,NJD,700000,0.009
Bobby Sanguinetti,2012,D,CAR,700000,0.01
Jyri Niemi,2011,D,NYR,700000,0.011
Matt Luff,2020,RW,LAK,700000,0.009
Kevin Rooney,2019,C,NJD,700000,0.009
Shane Prince,2015,LW,NYI,700000,0.01
Andy Greene,2020,D,NYI,700000,0.009
Scott Stajcer,2011,G,NYR,700000,0.011
Matt Roy,2020,D,LAK,700000,0.009
Cory Schneider,2020,G,NYI,700000,0.009
Ryan Murphy,2017,D,MIN,700000,0.009
Derek Meech,2012,D,WPG,700000,0.01
Kyle Rau,2017,C,MIN,700000,0.009
Niklas Svedberg,2017,G,MIN,700000,0.009
Patrick Marleau,2019,LW,PIT,700000,0.009
Chad Ruhwedel,2019,D,PIT,700000,0.009
Guillaume Brisebois,2018,D,VAN,697500,0.009
Landon Bow,2018,G,DAL,697500,0.009
Brendan Guhle,2018,D,ANA,697500,0.009
Erik Cernak,2018,D,TBL,697500,0.009
Erik Cernak,2019,D,TBL,697500,0.009
MacKenzie Blackwood,2018,G,NJD,697500,0.009
MacKenzie Blackwood,2019,G,NJD,697500,0.009
Jesper Fast,2014,RW,NYR,696801,0.01
Hal Gill,2013,D,PHI,696410,0.011
Trevor Van Riemsdyk,2014,D,CHI,696237,0.01
Madison Bowey,2017,D,WAS,695000,0.009
Sean Bergenheim,2014,LW,MIN,694892,0.01
Dmytro Timashov,2019,LW,DET,694444,0.009
Adam Almqvist,2011,D,DET,694167,0.011
Adam Almqvist,2012,D,DET,694167,0.01
Stephane Robidas,2013,D,ANA,693846,0.011
Nick Bonino,2011,C,ANA,693000,0.011
Juuse Saros,2017,G,NSH,692500,0.009
Dominik Simon,2017,C,PIT,692500,0.009
Juuse Saros,2016,G,NSH,692500,0.01
William Carrier,2016,LW,BUF,690000,0.01
Ryan Martindale,2012,C,EDM,690000,0.01
Ryan Martindale,2011,C,EDM,690000,0.011
Denis Malgin,2017,C,FLA,690000,0.009
William Carrier,2015,LW,BUF,690000,0.01
Denis Malgin,2018,C,FLA,690000,0.009
William Carrier,2017,LW,VGK,690000,0.009
Keith Aulie,2014,D,EDM,688172,0.01
J.T. Brown,2018,RW,MIN,687500,0.009
Zach Redmond,2011,D,WPG,687500,0.011
Tommy Wingels,2011,RW,SJS,687500,0.011
Ryan White,2012,C,MTL,687500,0.01
Reid Boucher,2017,LW,VAN,687500,0.009
Zach Redmond,2012,D,WPG,687500,0.01
John Klingberg,2014,D,DAL,686774,0.01
Brayden Point,2017,C,TBL,686667,0.009
Brayden Point,2018,C,TBL,686667,0.009
Brayden Point,2016,C,TBL,686667,0.009
Connor Brown,2016,RW,TOR,686666,0.01
J.T. Brown,2013,RW,TBL,685852,0.011
Brendan Gallagher,2013,RW,MTL,685000,0.011
Jamie McBain,2011,D,CAR,685000,0.011
Brendan Gallagher,2012,RW,MTL,685000,0.01
Kevin Connauton,2015,D,AZ,683333,0.01
Kevin Connauton,2013,D,DAL,683333,0.011
Sami Aittokallio,2012,G,COL,683333,0.01
Victor Rask,2015,C,CAR,680833,0.01
Steve Ott,2013,C,STL,680769,0.011
Andrej Sekera,2014,D,LAK,680107,0.01
Conor Garland,2018,RW,AZ,680000,0.009
Jamie McGinn,2011,LW,SJS,680000,0.011
Josh Anderson,2016,RW,CBJ,678333,0.009
Philippe Myers,2019,D,PHI,678333,0.008
Jeff Petry,2014,D,MTL,677822,0.01
Andy Andreoff,2017,LW,LAK,677500,0.009
Tristan Jarry,2019,G,PIT,675000,0.008
Peter Holland,2017,C,NYR,675000,0.009
Nathan Gerbe,2019,LW,CBJ,675000,0.008
Josh Archibald,2018,RW,AZ,675000,0.009
Jack Campbell,2018,G,LAK,675000,0.009
Kurtis Macdermid,2018,D,LAK,675000,0.009
Eric Tangradi,2013,RW,WPG,675000,0.011
Ashton Sautner,2018,D,VAN,675000,0.009
Oskar Sundqvist,2017,C,STL,675000,0.009
Jeremy Smith,2016,G,COL,675000,0.009
Kurtis Macdermid,2019,D,LAK,675000,0.008
Matt Irwin,2019,D,ANA,675000,0.008
Ben Smith,2016,RW,TOR,675000,0.009
Craig Adams,2011,RW,PIT,675000,0.011
Thomas Hickey,2014,D,NYI,675000,0.01
Anthony Peluso,2015,RW,WPG,675000,0.01
Radim Simek,2018,D,SJS,675000,0.009
Jhonas Enroth,2012,G,BUF,675000,0.01
Radim Simek,2019,D,SJS,675000,0.008
Valentin Zykov,2018,LW,VGK,675000,0.009
Lucas Wallmark,2018,C,CAR,675000,0.009
Jujhar Khaira,2017,LW,EDM,675000,0.01
Jamie Phillips,2017,G,WPG,675000,0.009
Chris Porter,2014,LW,STL,675000,0.01
Jean-Francois Berube,2016,G,NYI,675000,0.009
Radek Dvorak,2012,RW,ANA,675000,0.01
Craig Adams,2012,RW,PIT,675000,0.01
David Warsofsky,2017,D,COL,675000,0.009
Curtis McKenzie,2016,LW,DAL,675000,0.009
MacKenzie Weegar,2017,D,FLA,675000,0.009
Jujhar Khaira,2018,LW,EDM,675000,0.009
Colby Cave,2018,C,EDM,675000,0.009
Mikhail Grigorenko,2015,C,COL,675000,0.01
Jack Skille,2015,RW,COL,675000,0.01
Garrett Wilson,2015,RW,FLA,675000,0.01
Casey DeSmith,2017,G,PIT,675000,0.009
Matt Irwin,2018,D,NSH,675000,0.009
Yannick Weber,2018,D,NSH,675000,0.009
Thomas Hickey,2013,D,NYI,675000,0.011
Matt Tennyson,2016,D,CAR,675000,0.009
Colin Blackwell,2019,C,NSH,675000,0.008
Yannick Weber,2019,D,NSH,675000,0.008
Jason Garrison,2011,D,FLA,675000,0.011
Markus Hannikainen,2017,LW,CBJ,675000,0.009
Scott Harrington,2017,D,CBJ,675000,0.009
Josh Archibald,2017,RW,AZ,675000,0.009
Garret Sparks,2018,G,TOR,675000,0.009
Joshua Brown,2018,D,FLA,675000,0.009
Frederik Gauthier,2018,C,TOR,675000,0.009
Justin Holl,2018,D,TOR,675000,0.009
Jack Campbell,2019,G,TOR,675000,0.008
Frederik Gauthier,2019,C,TOR,675000,0.008
Justin Holl,2019,D,TOR,675000,0.008
Jay Rosehill,2013,LW,PHI,675000,0.011
Tim Kennedy,2012,LW,SJS,675000,0.01
Joshua Brown,2019,D,FLA,675000,0.008
Lucas Wallmark,2019,C,FLA,675000,0.008
Jhonas Enroth,2011,G,BUF,675000,0.011
Brian Strait,2019,D,NJD,675000,0.008
Markus Hannikainen,2018,LW,CBJ,675000,0.009
Casey DeSmith,2018,G,PIT,675000,0.009
Scott Harrington,2018,D,CBJ,675000,0.009
Tristan Jarry,2018,G,PIT,675000,0.009
Samuel Blais,2018,LW,STL,673333,0.009
Ondrej Kase,2017,RW,ANA,670000,0.009
Nicholas Paul,2015,C,OTT,670000,0.009
Ondrej Kase,2016,RW,ANA,670000,0.009
Conor Sheary,2016,LW,PIT,667500,0.009
Kevin Gravel,2016,D,LAK,667500,0.009
Erik Gustafsson,2015,D,CHI,667500,0.009
Blake Pietila,2017,LW,NJD,667500,0.009
Conor Sheary,2015,LW,PIT,667500,0.009
Eric Selleck,2011,LW,FLA,667500,0.01
Connor Hellebuyck,2016,G,WPG,667500,0.009
Kevin Gravel,2015,D,LAK,667500,0.009
Tanner Kero,2016,C,CHI,667500,0.01
Tyson Barrie,2013,D,COL,667333,0.01
Ross Johnston,2017,LW,NYI,666668,0.009
Alexei Marchenko,2015,D,DET,666667,0.009
Victor Bartley,2015,D,MTL,666667,0.009
Victor Bartley,2014,D,NSH,666667,0.01
Victor Bartley,2013,D,NSH,666667,0.01
Frederick Gaudreau,2018,C,NSH,666666,0.008
Anthony Bitetto,2015,D,NSH,665500,0.009
Eddie Lack,2011,G,VAN,665000,0.01
Carl Hagelin,2012,LW,NYR,662500,0.009
Eric Boulton,2011,RW,NJD,662500,0.01
Justin Braun,2011,D,SJS,662500,0.01
Carl Hagelin,2011,LW,NYR,662500,0.01
Tyler Bertuzzi,2017,LW,DET,661667,0.009
Vincent Trocheck,2015,C,FLA,661667,0.009
Marek Zidlicky,2014,D,DET,661290,0.01
Daniel Winnik,2017,C,MIN,660000,0.009
Taylor Beck,2011,RW,NSH,660000,0.01
Alex Chiasson,2017,RW,WAS,660000,0.009
Eric Gelinas,2011,D,NJD,660000,0.01
Matthew Corrente,2011,D,NJD,660000,0.01
Michael Bournival,2013,LW,MTL,660000,0.01
Blake Coleman,2017,C,NJD,660000,0.009
Stefan Noesen,2017,RW,NJD,660000,0.009
Logan Shaw,2016,RW,ANA,660000,0.009
Taylor Beck,2012,RW,NSH,660000,0.009
Josh Archibald,2016,RW,PIT,659167,0.009
J.T. Miller,2014,C,NYR,659104,0.01
Mike Brown,2013,RW,SJS,657333,0.01
Brett Lernout,2015,D,MTL,656666,0.009
Oliver Bjorkstrand,2016,RW,CBJ,655833,0.009
Oliver Bjorkstrand,2017,RW,CBJ,655833,0.009
Scott Wilson,2015,LW,PIT,655000,0.009
Jimmy Hayes,2012,RW,CHI,654167,0.009
Jimmy Hayes,2011,RW,CHI,654167,0.01
Ben Harpur,2017,D,OTT,653333,0.008
Ben Harpur,2016,D,OTT,653333,0.009
Bryan Rust,2015,RW,PIT,652500,0.009
Theodor Blueger,2018,C,PIT,650000,0.008
Brandon Pirri,2017,C,VGK,650000,0.009
Malcolm Subban,2017,G,VGK,650000,0.009
Matt Cullen,2018,C,PIT,650000,0.008
T.J. Tynan,2017,C,VGK,650000,0.009
Nate Prosser,2017,D,MIN,650000,0.009
Alex Stalock,2017,G,MIN,650000,0.009
Chad Ruhwedel,2018,D,PIT,650000,0.008
Zach Trotman,2018,D,PIT,650000,0.008
Garrett Wilson,2018,RW,PIT,650000,0.008
Paul Carey,2017,C,NYR,650000,0.009
Colton Sceviour,2015,C,DAL,650000,0.009
Jack Hillen,2011,D,NSH,650000,0.01
Steven Kampfer,2017,D,NYR,650000,0.009
Jonny Brodzinski,2018,C,LAK,650000,0.008
Brendan Leipsic,2018,LW,LAK,650000,0.008
Jordan Oesterle,2018,D,AZ,650000,0.008
Matt Halischuk,2013,RW,WPG,650000,0.01
James Wright,2013,C,WPG,650000,0.01
Jordan Weal,2016,C,PHI,650000,0.009
Matt Gilroy,2012,D,NYR,650000,0.009
Rene Bourque,2016,LW,COL,650000,0.009
Oscar Lindberg,2015,C,NYR,650000,0.009
Tanner Fritz,2018,C,NYI,650000,0.008
Martin Frk,2017,RW,DET,650000,0.009
Travis Boyd,2017,LW,WAS,650000,0.009
Brayden McNabb,2014,D,LAK,650000,0.009
Oscar Fantenberg,2018,D,CGY,650000,0.008
Pheonix Copley,2017,G,WAS,650000,0.009
Byron Froese,2017,C,MTL,650000,0.009
Christian Djoos,2017,D,WAS,650000,0.009
Charles Hudon,2017,LW,MTL,650000,0.009
Logan Shaw,2017,RW,MTL,650000,0.009
Justin Falk,2016,D,BUF,650000,0.009
Justin Dowling,2018,C,DAL,650000,0.008
Taylor Fedun,2018,D,DAL,650000,0.008
Devante Smith-Pelly,2017,RW,WAS,650000,0.009
Chandler Stephenson,2017,C,WAS,650000,0.009
Cedrick Desjardins,2011,G,COL,650000,0.01
Nathan Walker,2017,LW,WAS,650000,0.009
Eric Boulton,2014,RW,NYI,650000,0.009
Brad Malone,2015,LW,CAR,650000,0.009
Barclay Goodrow,2018,LW,SJS,650000,0.008
Tim Heed,2018,D,SJS,650000,0.008
Joakim Ryan,2018,D,SJS,650000,0.008
Fredrik Claesson,2017,D,OTT,650000,0.008
Max McCormick,2017,LW,OTT,650000,0.008
Pontus Aberg,2018,LW,MIN,650000,0.008
Anthony Bitetto,2018,D,MIN,650000,0.008
Derek Grant,2017,LW,ANA,650000,0.009
Brad Hunt,2018,D,MIN,650000,0.008
Ryan Carpenter,2018,C,VGK,650000,0.008
Mark Parrish,2011,RW,OTT,650000,0.01
Zane McIntyre,2017,G,BOS,650000,0.009
Alex Stalock,2018,G,MIN,650000,0.008
Petr Sykora,2011,RW,NJD,650000,0.01
Brandon Pirri,2018,C,VGK,650000,0.008
Malcolm Subban,2018,G,VGK,650000,0.008
Connor Brickley,2018,C,NYR,650000,0.008
Patrick Eaves,2014,RW,DAL,650000,0.009
Cory Conacher,2017,C,TBL,650000,0.009
Erik Gustafsson,2017,D,CHI,650000,0.009
Colton Sceviour,2014,C,DAL,650000,0.009
Jordan Oesterle,2017,D,CHI,650000,0.009
Michal Rozsival,2017,D,CHI,650000,0.009
Matthew Peca,2017,C,TBL,650000,0.009
Anton Forsberg,2016,G,CBJ,650000,0.009
Sam Gagner,2016,C,CBJ,650000,0.009
Derek Grant,2018,LW,ANA,650000,0.008
Pontus Aberg,2017,LW,EDM,650000,0.009
Matt Irwin,2017,D,NSH,650000,0.009
Anders Lindback,2017,G,NSH,650000,0.009
Derek Forbort,2016,D,LAK,650000,0.009
Joe Morrow,2017,D,WPG,650000,0.009
Jamal Mayers,2012,RW,CHI,650000,0.009
Yannick Weber,2017,D,NSH,650000,0.009
Andre Benoit,2012,D,OTT,650000,0.009
Jordan Binnington,2018,G,STL,650000,0.008
MacKenzie MacEachern,2018,LW,STL,650000,0.008
Dylan Demelo,2016,D,SJS,650000,0.009
Charles Hudon,2018,LW,MTL,650000,0.008
Pheonix Copley,2018,G,WAS,650000,0.008
Christian Djoos,2018,D,WAS,650000,0.008
Ben Bishop,2012,G,TBL,650000,0.009
Nic Dowd,2018,C,WAS,650000,0.008
Steven Kampfer,2018,D,BOS,650000,0.008
Chandler Stephenson,2018,C,WAS,650000,0.008
Mark Alt,2017,D,COL,650000,0.009
Anthony Duclair,2018,LW,OTT,650000,0.008
Blair Jones,2012,C,CGY,650000,0.009
Matt Bartkowski,2013,D,BOS,650000,0.01
Brian Gibbons,2017,RW,NJD,650000,0.009
